bike_name,bike_type,date_ordered,quantity
 Speedster Pro,Road Bike,2024-07-18,4
TrailBlazer XT,Mountain Bike,2020-06-12,4
AirMaster 300,BMX,2021-07-26,5
Hybrid Explorer,Hybrid Bike,2020-11-30,22
Hybrid Explorer,Hybrid Bike,2024-01-21,3
AirMaster 300,BMX,2020-04-02,3
TrailBlazer XT,Mountain Bike,2023-10-08,1
BMX Freestyle Pro,BMX,2021-12-31,11
Mountain Climber XT,Mountain Bike,2020-08-19,9
AirMaster 300,BMX,2024-03-04,2
AirMaster 300,BMX,2021-09-15,2
Hybrid Explorer,Hybrid Bike,2023-10-21,3
Mountain Climber XT,Mountain Bike,2022-03-01,2
Roadmaster Pro,Road Bike,2021-10-04,1
BMX Freestyle Pro,BMX,2023-10-06,3
BMX Freestyle Pro,BMX,2023-01-07,3
Hybrid Explorer,Hybrid Bike,2021-06-23,8
Mountain Climber XT,Mountain Bike,2020-03-06,2
BMX Freestyle Pro,BMX,2023-04-13,3
Hybrid Explorer,Hybrid Bike,2021-04-29,3
TrailBlazer XT,Mountain Bike,2022-10-15,1
Mountain Climber XT,Mountain Bike,2021-07-27,6
UrbanCommuter 500,Hybrid Bike,2021-12-07,1
TrailBlazer XT,Mountain Bike,2023-09-12,3
UrbanCommuter 500,Hybrid Bike,2023-09-14,2
Mountain Climber XT,Mountain Bike,2021-07-14,6
BMX Freestyle Pro,BMX,2022-02-13,2
AirMaster 300,BMX,2022-08-07,5
TrailBlazer XT,Mountain Bike,2024-07-29,3
AirMaster 300,BMX,2021-01-05,4
AirMaster 300,BMX,2020-05-23,3
Hybrid Explorer,Hybrid Bike,2020-09-21,1
TrailBlazer XT,Mountain Bike,2022-05-28,1
Hybrid Explorer,Hybrid Bike,2023-05-10,2
Mountain Climber XT,Mountain Bike,2021-08-01,2
Mountain Climber XT,Mountain Bike,2024-03-01,1
BMX Freestyle Pro,BMX,2022-08-23,8
 Speedster Pro,Road Bike,2023-06-25,8
TrailBlazer XT,Mountain Bike,2024-06-20,2
AirMaster 300,BMX,2022-08-18,7
Mountain Climber XT,Mountain Bike,2023-06-25,12
Roadmaster Pro,Road Bike,2021-12-26,14
AirMaster 300,BMX,2023-04-03,2
UrbanCommuter 500,Hybrid Bike,2022-03-03,3
Roadmaster Pro,Road Bike,2023-06-05,8
Mountain Climber XT,Mountain Bike,2021-09-08,3
TrailBlazer XT,Mountain Bike,2022-08-20,6
Mountain Climber XT,Mountain Bike,2020-12-09,3
AirMaster 300,BMX,2020-01-25,2
AirMaster 300,BMX,2023-10-02,2
Hybrid Explorer,Hybrid Bike,2024-01-21,4
Hybrid Explorer,Hybrid Bike,2020-07-03,6
Hybrid Explorer,Hybrid Bike,2022-05-05,1
AirMaster 300,BMX,2022-12-04,3
BMX Freestyle Pro,BMX,2022-12-24,10
BMX Freestyle Pro,BMX,2022-03-25,4
 Speedster Pro,Road Bike,2020-07-13,7
AirMaster 300,BMX,2020-07-22,5
UrbanCommuter 500,Hybrid Bike,2021-07-03,6
Mountain Climber XT,Mountain Bike,2022-11-05,2
Mountain Climber XT,Mountain Bike,2023-03-11,2
Roadmaster Pro,Road Bike,2023-11-19,16
UrbanCommuter 500,Hybrid Bike,2021-07-07,11
TrailBlazer XT,Mountain Bike,2024-06-29,2
Hybrid Explorer,Hybrid Bike,2023-01-08,1
Hybrid Explorer,Hybrid Bike,2020-04-27,3
AirMaster 300,BMX,2024-02-11,2
TrailBlazer XT,Mountain Bike,2024-04-25,4
Roadmaster Pro,Road Bike,2023-09-02,2
AirMaster 300,BMX,2024-01-26,2
UrbanCommuter 500,Hybrid Bike,2024-06-27,1
Mountain Climber XT,Mountain Bike,2021-04-25,3
Mountain Climber XT,Mountain Bike,2020-08-21,6
Hybrid Explorer,Hybrid Bike,2021-10-31,3
 Speedster Pro,Road Bike,2024-04-01,2
AirMaster 300,BMX,2021-09-05,3
UrbanCommuter 500,Hybrid Bike,2021-05-07,4
Hybrid Explorer,Hybrid Bike,2022-08-01,7
 Speedster Pro,Road Bike,2024-08-05,4
TrailBlazer XT,Mountain Bike,2021-04-02,1
AirMaster 300,BMX,2023-02-28,2
 Speedster Pro,Road Bike,2024-03-26,4
 Speedster Pro,Road Bike,2024-09-16,2
AirMaster 300,BMX,2021-09-19,4
Roadmaster Pro,Road Bike,2022-07-26,5
Roadmaster Pro,Road Bike,2023-05-01,3
UrbanCommuter 500,Hybrid Bike,2020-09-21,3
 Speedster Pro,Road Bike,2021-02-24,3
Roadmaster Pro,Road Bike,2020-12-04,3
Mountain Climber XT,Mountain Bike,2020-11-10,3
Mountain Climber XT,Mountain Bike,2021-11-24,20
Mountain Climber XT,Mountain Bike,2021-04-28,3
Roadmaster Pro,Road Bike,2021-11-08,3
Hybrid Explorer,Hybrid Bike,2024-07-05,2
BMX Freestyle Pro,BMX,2024-07-13,5
Roadmaster Pro,Road Bike,2020-08-20,9
Hybrid Explorer,Hybrid Bike,2022-11-11,3
TrailBlazer XT,Mountain Bike,2022-09-30,2
UrbanCommuter 500,Hybrid Bike,2022-04-13,3
Roadmaster Pro,Road Bike,2020-09-27,3
Mountain Climber XT,Mountain Bike,2022-12-11,3
Roadmaster Pro,Road Bike,2022-07-08,9
TrailBlazer XT,Mountain Bike,2023-03-26,1
AirMaster 300,BMX,2020-06-06,6
AirMaster 300,BMX,2023-12-17,1
 Speedster Pro,Road Bike,2021-10-02,4
Hybrid Explorer,Hybrid Bike,2021-07-22,8
Mountain Climber XT,Mountain Bike,2020-12-21,9
 Speedster Pro,Road Bike,2022-12-10,1
TrailBlazer XT,Mountain Bike,2024-06-29,1
AirMaster 300,BMX,2022-11-06,3
 Speedster Pro,Road Bike,2020-10-04,4
TrailBlazer XT,Mountain Bike,2020-08-31,9
BMX Freestyle Pro,BMX,2021-10-03,3
Hybrid Explorer,Hybrid Bike,2023-05-24,4
Hybrid Explorer,Hybrid Bike,2021-03-17,2
BMX Freestyle Pro,BMX,2023-05-27,4
 Speedster Pro,Road Bike,2021-10-08,2
AirMaster 300,BMX,2022-01-29,2
UrbanCommuter 500,Hybrid Bike,2024-07-08,3
BMX Freestyle Pro,BMX,2021-08-21,8
BMX Freestyle Pro,BMX,2022-08-30,5
BMX Freestyle Pro,BMX,2021-01-11,4
Mountain Climber XT,Mountain Bike,2020-07-22,6
AirMaster 300,BMX,2023-11-24,22
Roadmaster Pro,Road Bike,2023-02-11,2
 Speedster Pro,Road Bike,2024-08-01,2
AirMaster 300,BMX,2020-03-16,2
Hybrid Explorer,Hybrid Bike,2023-10-23,2
AirMaster 300,BMX,2022-09-06,2
 Speedster Pro,Road Bike,2023-10-01,3
Hybrid Explorer,Hybrid Bike,2023-09-08,3
TrailBlazer XT,Mountain Bike,2020-10-14,3
 Speedster Pro,Road Bike,2024-07-07,2
BMX Freestyle Pro,BMX,2023-08-20,5
Hybrid Explorer,Hybrid Bike,2022-12-29,11
BMX Freestyle Pro,BMX,2021-09-15,4
BMX Freestyle Pro,BMX,2023-02-24,3
UrbanCommuter 500,Hybrid Bike,2020-02-08,3
AirMaster 300,BMX,2020-11-01,5
Hybrid Explorer,Hybrid Bike,2021-08-06,8
Roadmaster Pro,Road Bike,2021-10-31,3
AirMaster 300,BMX,2024-09-27,3
Hybrid Explorer,Hybrid Bike,2024-05-21,2
BMX Freestyle Pro,BMX,2021-03-01,1
Mountain Climber XT,Mountain Bike,2022-09-20,1
Roadmaster Pro,Road Bike,2023-12-18,8
BMX Freestyle Pro,BMX,2022-03-09,4
 Speedster Pro,Road Bike,2024-09-15,4
UrbanCommuter 500,Hybrid Bike,2022-08-25,13
Roadmaster Pro,Road Bike,2022-11-14,3
Hybrid Explorer,Hybrid Bike,2021-12-26,14
AirMaster 300,BMX,2021-02-04,4
BMX Freestyle Pro,BMX,2024-04-15,2
Roadmaster Pro,Road Bike,2020-06-24,3
TrailBlazer XT,Mountain Bike,2022-06-11,6
 Speedster Pro,Road Bike,2021-02-27,1
 Speedster Pro,Road Bike,2020-03-23,2
TrailBlazer XT,Mountain Bike,2021-11-13,2
Mountain Climber XT,Mountain Bike,2021-03-07,2
Roadmaster Pro,Road Bike,2022-05-10,3
AirMaster 300,BMX,2022-12-06,2
AirMaster 300,BMX,2020-07-08,6
TrailBlazer XT,Mountain Bike,2022-10-28,4
AirMaster 300,BMX,2020-06-04,8
TrailBlazer XT,Mountain Bike,2024-07-05,1
UrbanCommuter 500,Hybrid Bike,2021-02-05,3
Roadmaster Pro,Road Bike,2021-09-03,2
Hybrid Explorer,Hybrid Bike,2020-10-24,4
AirMaster 300,BMX,2024-01-16,1
BMX Freestyle Pro,BMX,2020-06-21,8
AirMaster 300,BMX,2021-09-12,3
Roadmaster Pro,Road Bike,2023-08-18,5
BMX Freestyle Pro,BMX,2020-03-21,2
Mountain Climber XT,Mountain Bike,2022-06-30,6
BMX Freestyle Pro,BMX,2020-11-02,2
AirMaster 300,BMX,2023-04-12,4
UrbanCommuter 500,Hybrid Bike,2021-05-07,2
UrbanCommuter 500,Hybrid Bike,2023-02-27,4
Hybrid Explorer,Hybrid Bike,2021-05-17,3
TrailBlazer XT,Mountain Bike,2023-01-30,2
AirMaster 300,BMX,2022-11-07,2
Hybrid Explorer,Hybrid Bike,2023-08-12,5
UrbanCommuter 500,Hybrid Bike,2023-07-25,2
Mountain Climber XT,Mountain Bike,2021-12-25,8
UrbanCommuter 500,Hybrid Bike,2024-06-01,3
UrbanCommuter 500,Hybrid Bike,2022-01-21,2
BMX Freestyle Pro,BMX,2022-02-21,2
Hybrid Explorer,Hybrid Bike,2023-05-26,3
TrailBlazer XT,Mountain Bike,2022-03-02,3
UrbanCommuter 500,Hybrid Bike,2022-05-09,2
Roadmaster Pro,Road Bike,2021-07-27,6
Mountain Climber XT,Mountain Bike,2020-04-30,1
UrbanCommuter 500,Hybrid Bike,2023-07-14,3
UrbanCommuter 500,Hybrid Bike,2021-08-26,6
AirMaster 300,BMX,2020-09-28,4
TrailBlazer XT,Mountain Bike,2023-03-02,3
BMX Freestyle Pro,BMX,2024-02-27,3
Hybrid Explorer,Hybrid Bike,2022-04-07,1
BMX Freestyle Pro,BMX,2020-01-03,2
Mountain Climber XT,Mountain Bike,2024-09-30,2
Roadmaster Pro,Road Bike,2021-11-30,20
TrailBlazer XT,Mountain Bike,2024-07-17,1
TrailBlazer XT,Mountain Bike,2022-09-02,3
TrailBlazer XT,Mountain Bike,2020-06-16,6
BMX Freestyle Pro,BMX,2023-02-06,5
AirMaster 300,BMX,2022-06-12,8
Roadmaster Pro,Road Bike,2020-08-20,7
TrailBlazer XT,Mountain Bike,2021-01-06,2
UrbanCommuter 500,Hybrid Bike,2022-08-14,10
Mountain Climber XT,Mountain Bike,2020-07-06,4
 Speedster Pro,Road Bike,2021-08-05,2
BMX Freestyle Pro,BMX,2020-11-13,4
Roadmaster Pro,Road Bike,2020-06-23,7
BMX Freestyle Pro,BMX,2020-08-14,9
Mountain Climber XT,Mountain Bike,2022-09-21,2
 Speedster Pro,Road Bike,2021-04-10,2
TrailBlazer XT,Mountain Bike,2021-04-07,3
BMX Freestyle Pro,BMX,2023-04-24,2
Hybrid Explorer,Hybrid Bike,2021-03-23,4
Roadmaster Pro,Road Bike,2022-09-09,3
Mountain Climber XT,Mountain Bike,2023-04-14,2
Roadmaster Pro,Road Bike,2023-06-30,7
Mountain Climber XT,Mountain Bike,2024-03-06,3
Mountain Climber XT,Mountain Bike,2021-11-07,2
Roadmaster Pro,Road Bike,2023-06-22,8
AirMaster 300,BMX,2024-07-01,3
Roadmaster Pro,Road Bike,2022-02-02,2
AirMaster 300,BMX,2020-03-19,1
 Speedster Pro,Road Bike,2024-04-17,1
Roadmaster Pro,Road Bike,2023-01-30,5
AirMaster 300,BMX,2023-06-19,7
Hybrid Explorer,Hybrid Bike,2022-09-03,3
Roadmaster Pro,Road Bike,2021-11-19,18
TrailBlazer XT,Mountain Bike,2023-10-01,2
BMX Freestyle Pro,BMX,2024-05-18,3
AirMaster 300,BMX,2020-04-02,2
Mountain Climber XT,Mountain Bike,2022-03-10,3
Mountain Climber XT,Mountain Bike,2022-02-28,2
UrbanCommuter 500,Hybrid Bike,2021-05-04,3
BMX Freestyle Pro,BMX,2020-04-08,3
Mountain Climber XT,Mountain Bike,2023-09-16,2
BMX Freestyle Pro,BMX,2021-01-15,2
BMX Freestyle Pro,BMX,2023-10-08,3
BMX Freestyle Pro,BMX,2024-01-24,1
Hybrid Explorer,Hybrid Bike,2024-04-08,1
Mountain Climber XT,Mountain Bike,2024-06-29,3
Mountain Climber XT,Mountain Bike,2023-03-08,3
AirMaster 300,BMX,2020-04-05,2
TrailBlazer XT,Mountain Bike,2023-04-02,3
Roadmaster Pro,Road Bike,2024-06-03,3
Roadmaster Pro,Road Bike,2020-01-13,5
 Speedster Pro,Road Bike,2022-07-10,7
Hybrid Explorer,Hybrid Bike,2021-10-12,2
Roadmaster Pro,Road Bike,2021-06-30,8
Roadmaster Pro,Road Bike,2021-03-06,3
UrbanCommuter 500,Hybrid Bike,2022-01-23,4
TrailBlazer XT,Mountain Bike,2021-07-21,4
AirMaster 300,BMX,2024-08-02,2
Hybrid Explorer,Hybrid Bike,2020-06-05,5
AirMaster 300,BMX,2020-06-19,3
Roadmaster Pro,Road Bike,2020-04-24,3
AirMaster 300,BMX,2024-02-01,2
UrbanCommuter 500,Hybrid Bike,2022-08-25,6
BMX Freestyle Pro,BMX,2024-07-18,1
Hybrid Explorer,Hybrid Bike,2020-10-26,3
Hybrid Explorer,Hybrid Bike,2024-06-13,3
Roadmaster Pro,Road Bike,2021-05-23,4
Hybrid Explorer,Hybrid Bike,2020-12-31,10
AirMaster 300,BMX,2024-05-12,5
Hybrid Explorer,Hybrid Bike,2022-12-16,3
Hybrid Explorer,Hybrid Bike,2022-10-20,2
Hybrid Explorer,Hybrid Bike,2022-02-11,3
AirMaster 300,BMX,2024-01-29,2
Mountain Climber XT,Mountain Bike,2022-02-24,2
Hybrid Explorer,Hybrid Bike,2023-04-05,2
AirMaster 300,BMX,2022-10-12,3
Roadmaster Pro,Road Bike,2024-08-19,2
AirMaster 300,BMX,2020-05-02,2
Hybrid Explorer,Hybrid Bike,2021-01-24,2
Hybrid Explorer,Hybrid Bike,2022-11-02,4
BMX Freestyle Pro,BMX,2023-11-02,3
Hybrid Explorer,Hybrid Bike,2024-06-24,1
Mountain Climber XT,Mountain Bike,2023-06-13,7
Hybrid Explorer,Hybrid Bike,2020-03-29,2
 Speedster Pro,Road Bike,2021-02-28,3
Hybrid Explorer,Hybrid Bike,2021-11-30,20
Hybrid Explorer,Hybrid Bike,2023-11-12,3
UrbanCommuter 500,Hybrid Bike,2021-12-15,1
TrailBlazer XT,Mountain Bike,2020-02-19,1
Hybrid Explorer,Hybrid Bike,2024-03-03,2
 Speedster Pro,Road Bike,2021-11-22,14
TrailBlazer XT,Mountain Bike,2024-05-30,4
Mountain Climber XT,Mountain Bike,2024-03-04,2
Hybrid Explorer,Hybrid Bike,2024-02-26,3
Roadmaster Pro,Road Bike,2021-06-10,5
UrbanCommuter 500,Hybrid Bike,2020-01-21,3
UrbanCommuter 500,Hybrid Bike,2024-07-24,1
Mountain Climber XT,Mountain Bike,2023-02-02,2
UrbanCommuter 500,Hybrid Bike,2020-11-01,3
UrbanCommuter 500,Hybrid Bike,2021-02-03,3
Hybrid Explorer,Hybrid Bike,2021-06-29,6
Roadmaster Pro,Road Bike,2022-11-19,19
BMX Freestyle Pro,BMX,2022-08-16,6
Roadmaster Pro,Road Bike,2022-04-25,1
 Speedster Pro,Road Bike,2022-07-25,8
Roadmaster Pro,Road Bike,2024-02-07,2
AirMaster 300,BMX,2024-07-06,3
Mountain Climber XT,Mountain Bike,2023-10-25,3
TrailBlazer XT,Mountain Bike,2021-02-21,2
UrbanCommuter 500,Hybrid Bike,2022-06-11,8
Mountain Climber XT,Mountain Bike,2023-01-17,2
TrailBlazer XT,Mountain Bike,2023-05-28,3
 Speedster Pro,Road Bike,2020-11-10,3
Roadmaster Pro,Road Bike,2024-02-07,4
UrbanCommuter 500,Hybrid Bike,2020-09-02,2
Hybrid Explorer,Hybrid Bike,2020-02-25,2
 Speedster Pro,Road Bike,2022-02-12,1
UrbanCommuter 500,Hybrid Bike,2020-10-02,3
UrbanCommuter 500,Hybrid Bike,2021-07-14,6
Roadmaster Pro,Road Bike,2021-03-27,2
Mountain Climber XT,Mountain Bike,2022-05-20,3
 Speedster Pro,Road Bike,2022-09-21,1
Roadmaster Pro,Road Bike,2022-06-18,8
AirMaster 300,BMX,2024-02-28,1
Roadmaster Pro,Road Bike,2020-01-29,1
Roadmaster Pro,Road Bike,2020-06-08,10
Mountain Climber XT,Mountain Bike,2021-07-25,7
UrbanCommuter 500,Hybrid Bike,2024-04-26,1
Hybrid Explorer,Hybrid Bike,2022-10-24,2
Roadmaster Pro,Road Bike,2022-11-22,14
Hybrid Explorer,Hybrid Bike,2024-04-19,2
 Speedster Pro,Road Bike,2021-06-13,11
UrbanCommuter 500,Hybrid Bike,2023-07-20,11
Mountain Climber XT,Mountain Bike,2022-11-23,17
Roadmaster Pro,Road Bike,2020-06-11,8
Hybrid Explorer,Hybrid Bike,2024-04-23,3
Roadmaster Pro,Road Bike,2023-03-20,3
BMX Freestyle Pro,BMX,2021-04-03,3
 Speedster Pro,Road Bike,2021-06-07,9
Hybrid Explorer,Hybrid Bike,2021-06-12,7
AirMaster 300,BMX,2024-03-25,5
TrailBlazer XT,Mountain Bike,2024-08-27,4
TrailBlazer XT,Mountain Bike,2024-06-05,2
Roadmaster Pro,Road Bike,2022-07-17,7
Roadmaster Pro,Road Bike,2024-08-23,2
Roadmaster Pro,Road Bike,2024-01-16,3
UrbanCommuter 500,Hybrid Bike,2022-09-26,3
UrbanCommuter 500,Hybrid Bike,2023-12-25,9
 Speedster Pro,Road Bike,2021-04-20,4
TrailBlazer XT,Mountain Bike,2022-12-07,3
UrbanCommuter 500,Hybrid Bike,2020-09-05,1
Roadmaster Pro,Road Bike,2020-08-14,10
TrailBlazer XT,Mountain Bike,2024-05-04,3
 Speedster Pro,Road Bike,2024-08-07,1
TrailBlazer XT,Mountain Bike,2022-08-21,6
BMX Freestyle Pro,BMX,2021-11-22,15
BMX Freestyle Pro,BMX,2021-01-05,3
Hybrid Explorer,Hybrid Bike,2022-02-25,3
TrailBlazer XT,Mountain Bike,2023-03-20,4
UrbanCommuter 500,Hybrid Bike,2022-05-15,3
Mountain Climber XT,Mountain Bike,2021-05-12,3
UrbanCommuter 500,Hybrid Bike,2022-02-17,2
UrbanCommuter 500,Hybrid Bike,2021-03-22,2
 Speedster Pro,Road Bike,2021-10-28,3
 Speedster Pro,Road Bike,2021-01-13,2
 Speedster Pro,Road Bike,2021-02-18,3
AirMaster 300,BMX,2022-04-17,2
AirMaster 300,BMX,2024-03-06,2
Roadmaster Pro,Road Bike,2020-07-22,8
 Speedster Pro,Road Bike,2020-01-09,3
BMX Freestyle Pro,BMX,2021-12-12,1
TrailBlazer XT,Mountain Bike,2023-01-16,3
Roadmaster Pro,Road Bike,2021-05-05,3
Hybrid Explorer,Hybrid Bike,2023-06-18,6
BMX Freestyle Pro,BMX,2024-06-17,1
UrbanCommuter 500,Hybrid Bike,2020-06-18,10
 Speedster Pro,Road Bike,2021-08-05,7
Mountain Climber XT,Mountain Bike,2023-03-06,3
Hybrid Explorer,Hybrid Bike,2020-07-28,9
Hybrid Explorer,Hybrid Bike,2020-10-27,1
 Speedster Pro,Road Bike,2022-08-07,5
Hybrid Explorer,Hybrid Bike,2020-05-15,2
 Speedster Pro,Road Bike,2024-08-18,2
Mountain Climber XT,Mountain Bike,2023-11-21,21
Hybrid Explorer,Hybrid Bike,2022-04-17,3
 Speedster Pro,Road Bike,2020-08-05,7
TrailBlazer XT,Mountain Bike,2022-06-10,5
BMX Freestyle Pro,BMX,2023-03-28,4
Mountain Climber XT,Mountain Bike,2020-01-31,2
Mountain Climber XT,Mountain Bike,2021-04-27,2
Mountain Climber XT,Mountain Bike,2023-10-21,3
Hybrid Explorer,Hybrid Bike,2022-12-13,1
UrbanCommuter 500,Hybrid Bike,2022-06-19,5
 Speedster Pro,Road Bike,2021-06-25,14
 Speedster Pro,Road Bike,2020-06-05,8
UrbanCommuter 500,Hybrid Bike,2020-05-01,5
TrailBlazer XT,Mountain Bike,2020-06-21,7
UrbanCommuter 500,Hybrid Bike,2020-12-12,2
AirMaster 300,BMX,2022-07-12,7
TrailBlazer XT,Mountain Bike,2023-01-24,3
 Speedster Pro,Road Bike,2023-09-03,2
TrailBlazer XT,Mountain Bike,2021-01-24,4
BMX Freestyle Pro,BMX,2021-06-10,5
 Speedster Pro,Road Bike,2021-06-12,8
UrbanCommuter 500,Hybrid Bike,2024-08-09,4
Mountain Climber XT,Mountain Bike,2022-07-31,10
TrailBlazer XT,Mountain Bike,2022-12-17,3
BMX Freestyle Pro,BMX,2023-12-22,17
Hybrid Explorer,Hybrid Bike,2022-05-19,2
Roadmaster Pro,Road Bike,2022-11-27,18
Hybrid Explorer,Hybrid Bike,2020-07-09,7
Roadmaster Pro,Road Bike,2022-04-12,2
Hybrid Explorer,Hybrid Bike,2024-08-01,2
UrbanCommuter 500,Hybrid Bike,2022-12-12,3
Roadmaster Pro,Road Bike,2020-06-22,5
BMX Freestyle Pro,BMX,2021-01-17,4
UrbanCommuter 500,Hybrid Bike,2023-09-29,2
 Speedster Pro,Road Bike,2021-06-03,10
 Speedster Pro,Road Bike,2023-06-09,8
 Speedster Pro,Road Bike,2020-09-17,3
AirMaster 300,BMX,2021-11-15,1
Mountain Climber XT,Mountain Bike,2023-09-02,3
UrbanCommuter 500,Hybrid Bike,2024-02-05,3
UrbanCommuter 500,Hybrid Bike,2022-10-09,2
Hybrid Explorer,Hybrid Bike,2023-02-01,2
 Speedster Pro,Road Bike,2022-08-28,7
UrbanCommuter 500,Hybrid Bike,2022-08-01,9
TrailBlazer XT,Mountain Bike,2023-01-02,3
Mountain Climber XT,Mountain Bike,2023-11-25,18
Roadmaster Pro,Road Bike,2024-03-13,2
BMX Freestyle Pro,BMX,2023-01-06,1
 Speedster Pro,Road Bike,2021-12-17,1
UrbanCommuter 500,Hybrid Bike,2021-12-14,3
TrailBlazer XT,Mountain Bike,2021-06-14,6
TrailBlazer XT,Mountain Bike,2020-09-13,2
Hybrid Explorer,Hybrid Bike,2021-05-06,3
AirMaster 300,BMX,2021-02-16,4
AirMaster 300,BMX,2021-04-03,1
 Speedster Pro,Road Bike,2022-03-16,2
BMX Freestyle Pro,BMX,2024-06-10,2
Roadmaster Pro,Road Bike,2022-01-13,3
Roadmaster Pro,Road Bike,2021-09-11,2
UrbanCommuter 500,Hybrid Bike,2021-06-05,11
UrbanCommuter 500,Hybrid Bike,2023-01-24,3
 Speedster Pro,Road Bike,2020-09-25,2
 Speedster Pro,Road Bike,2020-01-13,2
AirMaster 300,BMX,2021-11-27,16
AirMaster 300,BMX,2022-04-26,3
BMX Freestyle Pro,BMX,2020-06-26,8
Hybrid Explorer,Hybrid Bike,2023-03-24,2
Mountain Climber XT,Mountain Bike,2022-11-24,17
AirMaster 300,BMX,2020-09-28,3
Roadmaster Pro,Road Bike,2022-05-06,2
TrailBlazer XT,Mountain Bike,2024-08-09,3
AirMaster 300,BMX,2022-11-06,3
UrbanCommuter 500,Hybrid Bike,2021-01-10,3
TrailBlazer XT,Mountain Bike,2024-04-12,4
 Speedster Pro,Road Bike,2024-05-24,5
AirMaster 300,BMX,2021-08-15,8
 Speedster Pro,Road Bike,2023-04-17,3
Hybrid Explorer,Hybrid Bike,2022-08-23,7
AirMaster 300,BMX,2021-02-05,2
AirMaster 300,BMX,2024-02-13,3
TrailBlazer XT,Mountain Bike,2022-04-22,3
Roadmaster Pro,Road Bike,2021-10-03,2
Hybrid Explorer,Hybrid Bike,2024-09-12,1
Mountain Climber XT,Mountain Bike,2021-12-05,1
AirMaster 300,BMX,2022-07-03,4
Mountain Climber XT,Mountain Bike,2024-03-01,2
BMX Freestyle Pro,BMX,2020-05-30,3
Mountain Climber XT,Mountain Bike,2023-08-19,4
Hybrid Explorer,Hybrid Bike,2020-05-09,3
UrbanCommuter 500,Hybrid Bike,2021-11-16,1
Roadmaster Pro,Road Bike,2023-04-02,1
UrbanCommuter 500,Hybrid Bike,2024-09-29,1
Roadmaster Pro,Road Bike,2024-03-15,1
Roadmaster Pro,Road Bike,2024-02-26,4
BMX Freestyle Pro,BMX,2024-05-02,2
Mountain Climber XT,Mountain Bike,2021-12-17,4
BMX Freestyle Pro,BMX,2020-12-01,15
Hybrid Explorer,Hybrid Bike,2023-09-16,3
TrailBlazer XT,Mountain Bike,2021-02-06,3
Mountain Climber XT,Mountain Bike,2022-08-29,6
TrailBlazer XT,Mountain Bike,2022-07-14,6
AirMaster 300,BMX,2021-05-06,3
Hybrid Explorer,Hybrid Bike,2020-09-08,4
TrailBlazer XT,Mountain Bike,2020-01-27,3
Mountain Climber XT,Mountain Bike,2022-02-11,1
AirMaster 300,BMX,2023-02-09,3
TrailBlazer XT,Mountain Bike,2020-08-18,6
UrbanCommuter 500,Hybrid Bike,2022-04-09,3
Hybrid Explorer,Hybrid Bike,2023-01-09,1
 Speedster Pro,Road Bike,2021-10-26,3
UrbanCommuter 500,Hybrid Bike,2023-12-23,12
UrbanCommuter 500,Hybrid Bike,2024-08-28,4
Mountain Climber XT,Mountain Bike,2020-05-17,4
 Speedster Pro,Road Bike,2022-04-02,1
Hybrid Explorer,Hybrid Bike,2022-07-06,11
BMX Freestyle Pro,BMX,2021-03-02,4
Mountain Climber XT,Mountain Bike,2020-01-10,2
 Speedster Pro,Road Bike,2020-11-03,3
BMX Freestyle Pro,BMX,2024-02-13,2
 Speedster Pro,Road Bike,2024-06-17,1
Hybrid Explorer,Hybrid Bike,2023-07-12,3
 Speedster Pro,Road Bike,2021-01-22,3
UrbanCommuter 500,Hybrid Bike,2020-06-30,10
UrbanCommuter 500,Hybrid Bike,2024-01-09,1
TrailBlazer XT,Mountain Bike,2024-08-02,1
 Speedster Pro,Road Bike,2023-02-20,2
BMX Freestyle Pro,BMX,2020-12-31,12
TrailBlazer XT,Mountain Bike,2020-07-19,3
 Speedster Pro,Road Bike,2020-12-15,2
Hybrid Explorer,Hybrid Bike,2021-03-20,1
Roadmaster Pro,Road Bike,2022-08-31,4
UrbanCommuter 500,Hybrid Bike,2021-12-31,10
BMX Freestyle Pro,BMX,2020-11-20,15
BMX Freestyle Pro,BMX,2020-02-11,1
Hybrid Explorer,Hybrid Bike,2023-12-27,11
Mountain Climber XT,Mountain Bike,2024-02-13,3
UrbanCommuter 500,Hybrid Bike,2020-08-19,9
AirMaster 300,BMX,2021-09-04,3
Hybrid Explorer,Hybrid Bike,2023-07-15,7
Roadmaster Pro,Road Bike,2022-10-31,3
TrailBlazer XT,Mountain Bike,2022-11-16,1
 Speedster Pro,Road Bike,2020-04-20,2
TrailBlazer XT,Mountain Bike,2023-02-02,3
Hybrid Explorer,Hybrid Bike,2022-04-06,4
BMX Freestyle Pro,BMX,2021-04-11,3
Roadmaster Pro,Road Bike,2020-04-23,2
BMX Freestyle Pro,BMX,2022-08-27,11
UrbanCommuter 500,Hybrid Bike,2024-02-15,2
Hybrid Explorer,Hybrid Bike,2021-05-08,3
TrailBlazer XT,Mountain Bike,2021-01-06,3
AirMaster 300,BMX,2020-03-22,3
 Speedster Pro,Road Bike,2023-04-11,3
Mountain Climber XT,Mountain Bike,2021-04-01,3
AirMaster 300,BMX,2021-10-06,4
AirMaster 300,BMX,2020-08-21,10
BMX Freestyle Pro,BMX,2024-06-03,2
UrbanCommuter 500,Hybrid Bike,2021-05-12,2
TrailBlazer XT,Mountain Bike,2021-06-16,6
